institute_id,year,e_total,e_AmerInd_AlaskNtv,e_Asian,e_AfrAmer,e_Hispanic,e_Hi_PacIsland,e_White,e_2orMore,e_unknown,e_nonresAlien,c_total,c_AmerInd_AlaskNtv,c_Asian,c_AfrAmer,c_Hispanic,c_Hi_PacIsland,c_White,c_2orMore,c_unknown,c_nonresAlien
235699,2016,3652.0,20.0,358.0,105.0,257.0,12.0,2173.0,162.0,480.0,85.0,838,2,85,20,64,3,529,44,75,16
235699,2017,3697.0,18.0,389.0,89.0,314.0,11.0,2030.0,180.0,580.0,86.0,907,6,76,26,79,4,567,53,72,24
235699,2018,3670.0,15.0,401.0,86.0,308.0,10.0,1885.0,224.0,627.0,114.0,858,5,84,29,82,6,477,40,114,21
235699,2019,3620.0,14.0,394.0,90.0,322.0,11.0,1795.0,211.0,660.0,123.0,888,2,89,21,94,1,480,72,89,40
235699,2020,3319.0,16.0,354.0,93.0,357.0,14.0,1542.0,226.0,622.0,95.0,774,4,91,22,90,1,377,52,88,49
235750,2014,3208.0,33.0,49.0,30.0,244.0,3.0,2467.0,141.0,235.0,6.0,753,12,14,12,46,2,598,21,47,1
235750,2015,2969.0,34.0,62.0,39.0,259.0,4.0,2187.0,166.0,203.0,15.0,821,9,19,12,40,0,659,22,60,0
235750,2016,2787.0,39.0,56.0,23.0,254.0,3.0,2079.0,141.0,173.0,19.0,817,6,15,8,58,0,632,41,55,2
235750,2017,2935.0,39.0,72.0,38.0,291.0,6.0,2144.0,172.0,155.0,18.0,714,12,17,5,60,1,541,28,49,1
235750,2018,2819.0,38.0,60.0,38.0,321.0,8.0,1994.0,184.0,150.0,26.0,685,8,21,4,62,0,504,43,38,5
235750,2019,2703.0,32.0,68.0,33.0,273.0,7.0,1963.0,178.0,121.0,28.0,649,9,15,6,63,1,462,43,40,10
235750,2020,2325.0,18.0,63.0,41.0,241.0,8.0,1733.0,130.0,71.0,20.0,536,6,14,9,41,3,401,36,19,7
235769,2014,211.0,3.0,15.0,36.0,38.0,4.0,111.0,1.0,3.0,0.0,41,1,1,2,10,0,27,0,0,0
235769,2015,211.0,2.0,12.0,33.0,45.0,4.0,66.0,6.0,38.0,5.0,41,0,4,5,5,1,18,0,0,8
236072,2014,6493.0,34.0,592.0,365.0,368.0,17.0,2811.0,408.0,1179.0,719.0,1071,6,101,54,61,3,478,67,136,165
236072,2015,6310.0,27.0,581.0,358.0,393.0,23.0,2642.0,397.0,1195.0,694.0,1225,6,113,49,54,3,518,91,182,209
236072,2016,6266.0,31.0,580.0,339.0,419.0,23.0,2610.0,467.0,1146.0,651.0,1248,9,128,61,84,6,509,74,168,209
236072,2017,6259.0,28.0,512.0,373.0,477.0,20.0,2642.0,456.0,1139.0,612.0,1252,6,146,72,79,3,529,83,172,162
236072,2018,5929.0,31.0,529.0,392.0,471.0,19.0,2426.0,483.0,1106.0,472.0,1189,6,106,50,84,8,489,100,152,194
236072,2019,5693.0,25.0,536.0,384.0,473.0,16.0,2389.0,485.0,1043.0,342.0,1165,4,111,83,96,3,452,78,174,164
236072,2020,5240.0,19.0,494.0,398.0,509.0,10.0,2231.0,498.0,877.0,204.0,890,3,91,53,74,3,359,84,110,113
236133,2014,1862.0,24.0,112.0,83.0,140.0,27.0,1205.0,82.0,133.0,56.0,405,5,22,18,30,8,296,11,6,9
236133,2015,1236.0,15.0,74.0,54.0,90.0,13.0,812.0,52.0,36.0,90.0,361,8,21,7,19,4,271,14,5,12
236133,2016,1226.0,18.0,60.0,60.0,99.0,13.0,786.0,56.0,15.0,119.0,361,4,22,10,18,6,261,19,2,19
236133,2017,1250.0,18.0,82.0,48.0,99.0,19.0,787.0,61.0,9.0,127.0,366,2,23,14,22,0,258,20,6,21
236133,2018,1321.0,20.0,81.0,52.0,110.0,18.0,818.0,86.0,4.0,132.0,359,3,27,15,24,6,243,16,4,21
236133,2019,1339.0,17.0,87.0,57.0,115.0,25.0,787.0,79.0,34.0,138.0,416,7,30,13,35,1,280,20,0,30
236133,2020,1184.0,12.0,79.0,42.0,92.0,10.0,654.0,70.0,137.0,88.0,446,4,53,22,37,6,288,26,1,9
236188,2014,7349.0,87.0,363.0,268.0,489.0,89.0,4995.0,548.0,408.0,102.0,2146,20,112,65,108,23,1546,133,126,13
236188,2015,7177.0,74.0,354.0,240.0,473.0,95.0,4847.0,582.0,387.0,125.0,1705,13,81,41,97,20,1238,110,87,18
236188,2016,6527.0,73.0,339.0,233.0,461.0,78.0,4308.0,589.0,348.0,98.0,2237,21,109,57,122,23,1638,147,97,23
236188,2017,6476.0,74.0,338.0,203.0,556.0,84.0,4179.0,587.0,334.0,121.0,1870,17,105,58,109,26,1293,147,88,27
236188,2018,6620.0,60.0,376.0,227.0,604.0,72.0,4149.0,621.0,395.0,116.0,1884,17,104,51,131,20,1284,161,87,29
236188,2019,6278.0,75.0,344.0,189.0,610.0,62.0,3906.0,662.0,334.0,96.0,1893,20,117,44,130,33,1247,158,104,40
236188,2020,5357.0,50.0,338.0,144.0,533.0,50.0,3382.0,552.0,243.0,65.0,1823,19,111,53,152,22,1203,161,71,31
236230,2014,3242.0,28.0,218.0,95.0,249.0,24.0,2181.0,233.0,52.0,162.0,902,4,50,17,41,7,685,41,11,46
236230,2015,3170.0,29.0,247.0,84.0,247.0,31.0,2118.0,219.0,53.0,142.0,913,7,45,20,65,0,662,58,12,44
236230,2016,3072.0,24.0,284.0,101.0,259.0,31.0,2002.0,223.0,56.0,92.0,891,9,47,17,57,6,618,65,17,55
236230,2017,3122.0,18.0,303.0,112.0,278.0,31.0,1944.0,249.0,83.0,104.0,874,6,59,21,66,3,605,57,19,38
236230,2018,3207.0,17.0,311.0,132.0,364.0,33.0,1867.0,294.0,93.0,96.0,740,6,53,17,54,6,532,42,8,22
236230,2019,3062.0,14.0,315.0,115.0,368.0,39.0,1749.0,314.0,75.0,73.0,847,8,77,32,68,4,539,53,19,47
236230,2020,2907.0,6.0,310.0,119.0,379.0,37.0,1651.0,305.0,51.0,49.0,866,5,81,29,95,8,523,79,17,29
236258,2014,2342.0,93.0,39.0,68.0,157.0,6.0,1410.0,133.0,336.0,100.0,788,32,5,17,32,4,563,32,69,34
236258,2015,2271.0,95.0,47.0,73.0,161.0,10.0,1340.0,135.0,297.0,113.0,772,31,26,14,35,5,522,33,65,41
236258,2016,2173.0,104.0,53.0,72.0,182.0,8.0,1231.0,159.0,256.0,108.0,857,26,21,33,62,2,540,34,88,51
236258,2017,2094.0,87.0,41.0,69.0,169.0,7.0,1254.0,139.0,253.0,75.0,782,27,14,17,49,3,462,59,76,75
236258,2018,2052.0,78.0,54.0,61.0,167.0,4.0,1175.0,170.0,289.0,54.0,791,20,12,31,53,4,499,51,67,54
236258,2019,1966.0,77.0,45.0,56.0,159.0,5.0,1120.0,163.0,282.0,59.0,763,24,18,33,52,0,475,52,75,34
236258,2020,1727.0,67.0,37.0,51.0,165.0,5.0,1042.0,114.0,192.0,54.0,522,16,12,10,47,1,326,48,45,17
236328,2014,2826.0,4.0,189.0,29.0,191.0,1.0,2112.0,248.0,41.0,11.0,679,0,39,6,48,1,531,49,4,1
236328,2015,2774.0,4.0,178.0,26.0,191.0,4.0,2052.0,232.0,77.0,10.0,716,1,40,4,45,1,552,62,7,4
236328,2016,2791.0,6.0,182.0,27.0,208.0,8.0,2025.0,222.0,100.0,13.0,645,2,35,10,46,0,485,58,7,2
236328,2017,2701.0,2.0,175.0,31.0,225.0,9.0,1910.0,224.0,110.0,15.0,665,2,55,6,36,0,493,59,14,0
236328,2018,2666.0,3.0,182.0,48.0,230.0,14.0,1834.0,226.0,118.0,11.0,700,1,45,8,49,0,513,54,26,4
236328,2019,2608.0,9.0,198.0,46.0,263.0,12.0,1741.0,236.0,93.0,10.0,662,0,39,5,44,2,492,48,30,2
236328,2020,2130.0,8.0,175.0,46.0,226.0,13.0,1401.0,184.0,67.0,10.0,763,1,49,5,64,3,544,48,45,4
236382,2014,3359.0,27.0,428.0,303.0,250.0,18.0,1339.0,112.0,878.0,4.0,788,4,161,85,62,8,368,35,62,3
236382,2015,3961.0,35.0,431.0,329.0,294.0,21.0,1361.0,131.0,1351.0,8.0,895,7,173,106,65,9,422,50,61,2
236382,2016,3587.0,29.0,385.0,300.0,289.0,22.0,1150.0,131.0,1269.0,12.0,960,17,201,109,101,10,410,42,67,3
236382,2017,3763.0,24.0,425.0,361.0,284.0,25.0,1203.0,133.0,1295.0,13.0,894,20,181,93,95,8,384,43,65,5
236382,2018,3546.0,33.0,391.0,366.0,316.0,30.0,860.0,131.0,1404.0,15.0,856,14,181,100,90,5,351,44,69,2
236382,2019,3755.0,29.0,370.0,375.0,374.0,22.0,847.0,119.0,1606.0,13.0,833,6,200,107,104,10,298,54,46,8
236382,2020,3214.0,15.0,332.0,317.0,325.0,13.0,692.0,148.0,1355.0,17.0,538,3,106,77,67,6,227,21,27,4
236452,2014,1801.0,9.0,80.0,109.0,181.0,38.0,1016.0,123.0,97.0,148.0,448,8,30,30,36,6,218,30,50,40
236452,2015,1719.0,21.0,83.0,129.0,199.0,38.0,947.0,93.0,83.0,126.0,558,3,23,33,51,7,307,40,51,43
236452,2016,1586.0,17.0,91.0,103.0,220.0,38.0,854.0,92.0,83.0,88.0,475,4,19,36,42,5,264,31,27,47
236452,2017,1565.0,18.0,136.0,97.0,210.0,62.0,759.0,101.0,91.0,91.0,481,3,26,15,51,5,295,31,26,29
236452,2018,1607.0,24.0,141.0,100.0,202.0,67.0,796.0,110.0,80.0,87.0,506,3,59,49,67,8,237,31,27,25
236452,2019,1629.0,21.0,157.0,105.0,230.0,69.0,729.0,140.0,103.0,75.0,490,4,68,33,50,15,264,23,19,14
236452,2020,1638.0,13.0,160.0,110.0,269.0,65.0,727.0,166.0,82.0,46.0,510,5,64,33,72,13,246,34,18,25
236504,2014,5535.0,67.0,595.0,583.0,382.0,41.0,2519.0,250.0,727.0,371.0,1018,21,156,164,78,19,378,48,91,63
236504,2015,6076.0,62.0,587.0,559.0,445.0,44.0,2568.0,322.0,1052.0,437.0,1186,20,151,183,96,19,405,69,158,85
236504,2016,6346.0,50.0,553.0,565.0,472.0,52.0,2570.0,414.0,1243.0,427.0,1072,8,136,163,100,8,331,60,169,97
236504,2017,6716.0,52.0,572.0,506.0,495.0,48.0,2562.0,448.0,1616.0,417.0,686,6,86,83,56,6,238,37,63,111
236504,2018,6177.0,48.0,545.0,480.0,427.0,41.0,2262.0,470.0,1500.0,404.0,661,5,110,83,54,4,210,37,50,108
236504,2019,6141.0,46.0,509.0,529.0,461.0,48.0,2205.0,482.0,1506.0,355.0,698,1,112,63,59,4,222,61,55,121
236504,2020,5324.0,32.0,467.0,434.0,398.0,45.0,1890.0,436.0,1407.0,215.0,751,9,110,78,73,4,198,69,58,152
236513,2014,6773.0,39.0,724.0,601.0,387.0,19.0,2353.0,437.0,749.0,1464.0,1119,4,111,70,57,2,349,68,65,393
236513,2015,6574.0,33.0,715.0,592.0,420.0,22.0,2207.0,460.0,722.0,1403.0,1345,6,140,106,65,2,418,66,72,470
236513,2016,6705.0,26.0,747.0,648.0,447.0,25.0,2219.0,535.0,752.0,1306.0,1144,8,135,94,68,5,353,66,67,348
236513,2017,6928.0,35.0,897.0,765.0,531.0,26.0,2084.0,580.0,834.0,1176.0,1295,7,164,170,86,5,342,71,80,370
236513,2018,6802.0,27.0,837.0,769.0,539.0,18.0,2012.0,569.0,945.0,1086.0,1409,4,182,157,75,9,389,112,113,368
236513,2019,6743.0,31.0,937.0,857.0,547.0,18.0,2113.0,655.0,662.0,923.0,1356,7,184,136,100,2,370,99,102,356
236513,2020,5763.0,22.0,864.0,775.0,507.0,26.0,1693.0,583.0,678.0,615.0,1185,4,155,152,87,2,338,93,71,283
236577,2014,4217.0,19.0,430.0,152.0,334.0,11.0,2682.0,292.0,142.0,155.0,1071,4,95,29,47,1,757,46,66,26
236577,2015,4175.0,24.0,413.0,145.0,342.0,14.0,2428.0,281.0,340.0,188.0,1113,2,97,26,78,2,772,57,46,33
236577,2016,4061.0,19.0,401.0,138.0,340.0,18.0,2219.0,297.0,440.0,189.0,1339,9,118,39,78,4,892,60,91,48
236577,2017,3783.0,14.0,389.0,143.0,359.0,28.0,2048.0,272.0,334.0,196.0,1466,10,121,36,104,2,949,81,113,50
236577,2018,3688.0,12.0,450.0,178.0,410.0,24.0,1988.0,266.0,150.0,210.0,1217,4,114,31,97,1,785,84,48,53
236577,2019,3529.0,13.0,441.0,180.0,437.0,25.0,1811.0,282.0,127.0,213.0,1153,5,111,40,90,4,748,63,35,57
236577,2020,3601.0,18.0,471.0,217.0,486.0,19.0,1800.0,275.0,121.0,194.0,1023,2,106,32,83,10,618,67,43,62
236595,2014,7273.0,41.0,1011.0,215.0,612.0,43.0,3491.0,457.0,740.0,663.0,2483,11,332,96,172,20,1308,127,180,237
236595,2015,7405.0,34.0,1035.0,235.0,625.0,47.0,3418.0,473.0,815.0,723.0,2269,13,318,59,173,6,1127,118,194,261
236595,2016,7487.0,37.0,1122.0,238.0,724.0,47.0,3572.0,529.0,436.0,782.0,2380,9,331,68,175,12,1148,144,214,279
236595,2017,7278.0,33.0,1030.0,230.0,773.0,50.0,3247.0,531.0,642.0,742.0,2345,9,300,56,163,11,1062,131,313,300
236595,2018,7291.0,26.0,1022.0,266.0,849.0,47.0,3117.0,511.0,713.0,740.0,2380,0,309,70,198,0,990,145,370,298
236595,2019,7199.0,29.0,1096.0,303.0,851.0,47.0,3030.0,535.0,554.0,754.0,2325,0,270,60,206,0,936,148,409,296
236595,2020,7050.0,28.0,1226.0,330.0,836.0,58.0,3010.0,567.0,326.0,669.0,2242,0,294,77,231,0,878,125,348,289
236638,2014,4993.0,48.0,179.0,112.0,707.0,18.0,3523.0,186.0,76.0,144.0,886,6,29,15,87,8,652,29,10,50
236638,2015,5290.0,45.0,163.0,101.0,853.0,25.0,3675.0,201.0,82.0,145.0,1012,9,34,28,116,8,721,27,32,37
236638,2016,5086.0,33.0,154.0,93.0,837.0,29.0,3472.0,216.0,92.0,160.0,1114,6,67,31,130,1,776,34,27,42
236638,2017,4670.0,31.0,138.0,70.0,796.0,21.0,3154.0,275.0,56.0,129.0,1137,12,40,22,163,7,783,53,17,40
236638,2018,5159.0,42.0,150.0,93.0,921.0,29.0,3427.0,305.0,99.0,93.0,1153,5,40,20,185,5,752,62,39,45
236638,2019,5085.0,28.0,140.0,75.0,1098.0,29.0,3270.0,329.0,37.0,79.0,1013,5,38,14,179,4,672,43,15,43
236638,2020,4227.0,29.0,131.0,72.0,868.0,24.0,2625.0,313.0,123.0,42.0,994,9,27,16,200,3,639,73,9,18
236692,2014,9974.0,155.0,147.0,177.0,429.0,23.0,6305.0,368.0,2323.0,47.0,1408,18,28,27,69,2,1116,69,67,12
236692,2015,10213.0,135.0,160.0,159.0,408.0,27.0,5963.0,359.0,2940.0,62.0,1459,27,28,35,82,5,1137,57,80,8
236692,2016,10100.0,130.0,164.0,181.0,375.0,26.0,5424.0,228.0,3504.0,68.0,1255,20,30,26,80,1,929,52,108,9
236692,2017,10014.0,108.0,165.0,169.0,393.0,21.0,4933.0,324.0,3831.0,70.0,1409,17,39,21,78,1,1073,60,109,11
236692,2018,10375.0,98.0,157.0,143.0,424.0,26.0,4758.0,321.0,4380.0,68.0,1428,25,38,26,72,1,1033,65,151,17
236692,2019,10225.0,99.0,144.0,161.0,504.0,26.0,4791.0,334.0,4106.0,60.0,1410,13,44,28,90,1,965,68,180,21
236692,2020,7081.0,53.0,148.0,162.0,551.0,20.0,4173.0,339.0,1592.0,43.0,1161,16,32,16,85,5,790,48,158,11
236708,2014,5970.0,90.0,106.0,142.0,505.0,18.0,4337.0,412.0,224.0,136.0,1186,18,26,25,69,2,914,48,51,33
236708,2015,5377.0,74.0,112.0,147.0,445.0,16.0,3985.0,322.0,195.0,81.0,1201,18,17,20,74,5,927,69,40,31
236708,2016,5639.0,109.0,143.0,182.0,457.0,33.0,3890.0,188.0,514.0,123.0,995,4,19,22,67,1,755,60,57,10
236708,2017,5589.0,77.0,106.0,110.0,409.0,24.0,3538.0,302.0,832.0,191.0,1054,9,25,28,64,2,810,48,51,17
236708,2018,5184.0,74.0,108.0,111.0,385.0,17.0,3050.0,286.0,920.0,233.0,1265,24,26,16,76,3,909,60,121,30
236708,2019,5023.0,63.0,107.0,126.0,421.0,11.0,3051.0,294.0,741.0,209.0,1198,15,21,20,74,2,769,59,164,74
236708,2020,4189.0,39.0,96.0,86.0,403.0,11.0,2785.0,277.0,381.0,111.0,1121,13,25,19,90,2,729,43,141,59
236753,2014,7189.0,65.0,456.0,562.0,624.0,61.0,3314.0,684.0,1064.0,359.0,1520,10,108,114,117,10,793,113,197,58
236753,2015,7197.0,91.0,474.0,616.0,659.0,56.0,3389.0,608.0,946.0,358.0,1518,16,85,104,112,10,816,119,189,67
236753,2016,6699.0,97.0,509.0,606.0,608.0,71.0,3068.0,309.0,1109.0,322.0,1357,17,97,92,99,8,704,87,194,59
236753,2017,6496.0,65.0,430.0,472.0,598.0,56.0,2906.0,503.0,1142.0,324.0,1384,22,68,108,101,8,706,117,192,62
236753,2018,6242.0,34.0,385.0,396.0,622.0,60.0,2719.0,512.0,1247.0,267.0,1405,15,100,111,110,7,682,87,210,83
236753,2019,6095.0,38.0,426.0,448.0,661.0,56.0,2723.0,546.0,974.0,223.0,1588,15,107,86,132,14,768,131,261,74
236753,2020,5823.0,39.0,492.0,395.0,815.0,51.0,2858.0,563.0,460.0,150.0,1267,9,88,72,112,11,626,102,176,71
236887,2014,4851.0,96.0,36.0,261.0,783.0,27.0,3032.0,201.0,408.0,7.0,1511,34,16,103,228,8,1017,54,50,1
236887,2015,4617.0,87.0,58.0,254.0,760.0,33.0,2805.0,211.0,401.0,8.0,1512,28,19,84,228,5,1002,53,89,4
236887,2016,4327.0,68.0,53.0,206.0,725.0,27.0,2663.0,213.0,360.0,12.0,1359,24,18,64,230,4,894,55,68,2
236887,2017,4253.0,56.0,43.0,202.0,785.0,28.0,2617.0,215.0,289.0,18.0,1207,18,22,60,237,6,764,57,38,5
236887,2018,3860.0,54.0,45.0,155.0,672.0,34.0,2341.0,200.0,341.0,18.0,1227,12,23,49,250,7,760,78,45,3
236887,2019,3671.0,41.0,53.0,124.0,797.0,20.0,2082.0,228.0,309.0,17.0,1109,11,15,51,203,10,709,50,53,7
236887,2020,2940.0,40.0,50.0,135.0,673.0,11.0,1644.0,187.0,186.0,14.0,894,9,15,28,163,6,564,59,46,4
236896,2014,1887.0,22.0,122.0,55.0,234.0,8.0,1344.0,5.0,84.0,13.0,412,12,19,6,35,1,321,0,8,10
236896,2015,1840.0,19.0,117.0,53.0,259.0,15.0,1286.0,12.0,67.0,12.0,437,7,16,9,41,0,342,0,15,7
236896,2016,1894.0,28.0,101.0,54.0,272.0,13.0,1247.0,10.0,111.0,58.0,438,8,27,6,50,2,331,2,7,5
236896,2017,1825.0,19.0,156.0,52.0,280.0,18.0,1193.0,8.0,33.0,66.0,433,7,25,11,56,1,314,4,13,2
236896,2018,1837.0,16.0,94.0,41.0,319.0,6.0,1089.0,146.0,18.0,108.0,426,6,35,14,44,1,319,3,2,2
236896,2019,1831.0,10.0,85.0,42.0,330.0,4.0,1082.0,135.0,17.0,126.0,449,4,33,16,56,1,331,0,7,1
236896,2020,1737.0,8.0,95.0,39.0,328.0,5.0,981.0,153.0,25.0,103.0,447,9,29,14,79,2,280,27,7,0
236939,2014,28686.0,169.0,1497.0,896.0,3077.0,100.0,18000.0,1863.0,1138.0,1946.0,6182,37,331,123,446,22,4202,236,282,503
236939,2015,29686.0,173.0,1544.0,932.0,3490.0,104.0,17850.0,2001.0,1438.0,2154.0,6651,33,339,160,479,23,4469,332,257,559
236939,2016,30142.0,227.0,1706.0,919.0,3827.0,104.0,17430.0,1915.0,1886.0,2128.0,6867,30,365,167,656,22,4351,403,329,544
236939,2017,30614.0,197.0,1799.0,928.0,4016.0,112.0,17696.0,1868.0,1804.0,2194.0,7108,38,346,184,681,19,4521,414,332,573
236939,2018,31478.0,187.0,1932.0,964.0,4334.0,136.0,18330.0,1882.0,1473.0,2240.0,7003,52,384,187,753,20,4162,412,449,584
236939,2019,31607.0,176.0,2026.0,875.0,4528.0,120.0,18514.0,1914.0,1187.0,2267.0,7312,39,426,222,828,29,4300,411,459,598
236939,2020,31159.0,152.0,2045.0,892.0,4650.0,114.0,18443.0,1963.0,981.0,1919.0,7605,51,457,178,962,24,4510,406,373,644
236948,2014,44784.0,233.0,8702.0,1093.0,2917.0,160.0,21015.0,2407.0,1580.0,6677.0,11991,109,2369,350,684,52,6317,283,458,1369
236948,2015,45408.0,220.0,8936.0,1102.0,3059.0,163.0,21046.0,2566.0,1331.0,6985.0,12194,82,2255,313,722,43,6140,503,358,1778
236948,2016,45591.0,219.0,9256.0,1168.0,3188.0,167.0,20694.0,2705.0,1152.0,7042.0,12365,56,2247,311,791,52,6084,663,304,1857
236948,2017,46166.0,220.0,9370.0,1333.0,3395.0,161.0,20345.0,2892.0,1094.0,7356.0,12649,56,2327,294,845,43,6133,673,265,2013
236948,2018,47400.0,214.0,9921.0,1388.0,3572.0,148.0,19942.0,2989.0,1395.0,7831.0,12968,53,2445,349,858,38,6258,698,271,1998
