institute_id,year,gr_total,gr_AmerInd_AlaskNtv,gr_Asian,gr_AfrAmer,gr_Hispanic,gr_Hi_PacIsland,gr_White,gr_2orMore,gr_unknown,gr_nonresAlien,co_total,co_AmerInd_AlaskNtv,co_Asian,co_AfrAmer,co_Hispanic,co_Hi_PacIsland,co_White,co_2orMore,co_unknown,co_nonresAlien,hr_total,hr_AmerInd_AlaskNtv,hr_Asian,hr_AfrAmer,hr_Hispanic,hr_Hi_PacIsland,hr_White,hr_2orMore,hr_unknown,hr_nonresAlien
235097,2013,594.0,3.0,15.0,14.0,56.0,1.0,437.0,18.0,46.0,4.0,1313.0,21.0,44.0,70.0,112.0,10.0,897.0,47.0,97.0,15.0,775.0,24.0,56.0,32.0,64.0,6.0,1360.0,4.0,10.0,16.0
235097,2014,681.0,11.0,29.0,22.0,71.0,2.0,496.0,15.0,32.0,3.0,1488.0,23.0,60.0,78.0,165.0,9.0,1019.0,39.0,82.0,13.0,784.0,24.0,62.0,40.0,78.0,5.0,1374.0,6.0,11.0,15.0
235097,2015,668.0,6.0,14.0,30.0,73.0,4.0,468.0,20.0,48.0,5.0,1459.0,24.0,37.0,87.0,185.0,10.0,940.0,49.0,112.0,15.0,794.0,28.0,66.0,42.0,81.0,5.0,1385.0,14.0,19.0,23.0
235097,2016,709.0,5.0,30.0,38.0,80.0,0.0,520.0,25.0,7.0,4.0,1524.0,26.0,80.0,105.0,193.0,1.0,1035.0,50.0,18.0,16.0,767.0,33.0,48.0,39.0,85.0,5.0,1350.0,12.0,11.0,54.0
235097,2017,772.0,3.0,16.0,12.0,90.0,4.0,584.0,33.0,14.0,16.0,1472.0,11.0,39.0,55.0,198.0,7.0,1029.0,78.0,30.0,25.0,791.0,35.0,69.0,43.0,80.0,24.0,1391.0,14.0,21.0,24.0
235097,2018,686.0,2.0,19.0,16.0,87.0,1.0,507.0,32.0,3.0,19.0,1556.0,16.0,40.0,64.0,247.0,7.0,1047.0,97.0,8.0,30.0,722.0,38.0,41.0,37.0,81.0,9.0,1254.0,13.0,13.0,57.0
235097,2019,786.0,4.0,19.0,20.0,106.0,2.0,571.0,38.0,9.0,17.0,1469.0,13.0,42.0,55.0,211.0,5.0,1004.0,95.0,13.0,31.0,743.0,32.0,64.0,39.0,90.0,5.0,1272.0,23.0,8.0,22.0
235097,2020,852.0,10.0,19.0,33.0,116.0,1.0,602.0,49.0,10.0,12.0,1603.0,21.0,33.0,76.0,246.0,12.0,1073.0,110.0,18.0,14.0,644.0,25.0,56.0,32.0,79.0,3.0,1133.0,21.0,0.0,18.0
235103,2017,128.0,2.0,14.0,5.0,8.0,2.0,76.0,12.0,8.0,1.0,458.0,6.0,48.0,24.0,37.0,7.0,265.0,49.0,21.0,1.0,305.0,4.0,79.0,35.0,52.0,2.0,661.0,18.0,6.0,0.0
235103,2018,101.0,0.0,15.0,5.0,7.0,0.0,63.0,8.0,3.0,0.0,407.0,2.0,62.0,28.0,38.0,4.0,228.0,28.0,17.0,0.0,318.0,3.0,86.0,38.0,56.0,4.0,669.0,22.0,6.0,0.0
235103,2019,113.0,1.0,15.0,3.0,10.0,0.0,71.0,6.0,7.0,0.0,397.0,4.0,63.0,22.0,39.0,1.0,202.0,35.0,31.0,0.0,319.0,2.0,89.0,41.0,61.0,6.0,665.0,25.0,10.0,0.0
235103,2020,99.0,0.0,16.0,3.0,10.0,0.0,53.0,11.0,6.0,0.0,334.0,2.0,53.0,22.0,33.0,3.0,172.0,31.0,16.0,2.0,279.0,2.0,81.0,37.0,59.0,2.0,584.0,25.0,10.0,0.0
235167,2010,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,,,,,,,,,,
235167,2011,320.0,7.0,10.0,2.0,13.0,4.0,239.0,10.0,35.0,0.0,590.0,14.0,24.0,13.0,25.0,5.0,429.0,18.0,62.0,0.0,,,,,,,,,,
235167,2012,310.0,3.0,15.0,6.0,15.0,0.0,223.0,7.0,40.0,1.0,577.0,10.0,31.0,17.0,27.0,0.0,414.0,12.0,64.0,2.0,354.0,21.0,47.0,30.0,48.0,4.0,550.0,23.0,41.0,4.0
235167,2013,385.0,4.0,12.0,7.0,20.0,1.0,285.0,19.0,36.0,1.0,677.0,13.0,33.0,15.0,43.0,3.0,488.0,24.0,56.0,2.0,337.0,21.0,47.0,32.0,46.0,6.0,537.0,27.0,41.0,6.0
235167,2014,370.0,2.0,12.0,12.0,13.0,2.0,283.0,16.0,27.0,3.0,658.0,12.0,20.0,22.0,27.0,3.0,498.0,22.0,49.0,5.0,330.0,24.0,48.0,30.0,42.0,6.0,521.0,26.0,49.0,6.0
235167,2015,309.0,4.0,13.0,7.0,16.0,1.0,232.0,9.0,26.0,1.0,576.0,10.0,24.0,18.0,45.0,3.0,408.0,15.0,52.0,1.0,326.0,22.0,45.0,26.0,45.0,6.0,529.0,24.0,55.0,6.0
235167,2016,345.0,4.0,6.0,10.0,22.0,0.0,248.0,32.0,22.0,1.0,612.0,8.0,15.0,19.0,40.0,2.0,431.0,48.0,47.0,2.0,353.0,16.0,46.0,32.0,50.0,6.0,537.0,25.0,64.0,7.0
235167,2017,307.0,1.0,9.0,9.0,22.0,0.0,215.0,24.0,24.0,3.0,536.0,3.0,14.0,22.0,34.0,0.0,378.0,36.0,43.0,6.0,337.0,19.0,48.0,36.0,45.0,5.0,511.0,28.0,72.0,10.0
235167,2018,285.0,4.0,9.0,9.0,22.0,4.0,186.0,27.0,23.0,1.0,519.0,6.0,13.0,19.0,42.0,7.0,355.0,39.0,36.0,2.0,298.0,17.0,42.0,35.0,40.0,5.0,452.0,28.0,67.0,6.0
235167,2019,247.0,2.0,7.0,6.0,18.0,1.0,174.0,15.0,22.0,2.0,496.0,6.0,13.0,15.0,43.0,1.0,331.0,40.0,44.0,3.0,273.0,15.0,46.0,29.0,37.0,6.0,427.0,27.0,48.0,7.0
235167,2020,236.0,4.0,8.0,10.0,27.0,1.0,155.0,19.0,12.0,0.0,526.0,9.0,15.0,24.0,59.0,2.0,338.0,47.0,32.0,0.0,267.0,14.0,44.0,31.0,41.0,6.0,422.0,31.0,62.0,9.0
235237,2016,73.0,1.0,8.0,10.0,9.0,0.0,32.0,10.0,3.0,0.0,360.0,7.0,19.0,43.0,37.0,3.0,180.0,50.0,20.0,1.0,107.0,2.0,12.0,19.0,7.0,5.0,232.0,26.0,0.0,0.0
235237,2017,76.0,1.0,7.0,7.0,9.0,1.0,34.0,14.0,3.0,0.0,320.0,5.0,14.0,43.0,45.0,6.0,142.0,43.0,22.0,0.0,109.0,1.0,14.0,26.0,7.0,6.0,250.0,26.0,0.0,0.0
235237,2018,89.0,1.0,4.0,4.0,13.0,1.0,49.0,10.0,7.0,0.0,337.0,5.0,18.0,49.0,46.0,3.0,153.0,42.0,21.0,0.0,110.0,1.0,16.0,24.0,8.0,6.0,247.0,22.0,0.0,0.0
235237,2019,88.0,0.0,4.0,4.0,10.0,0.0,52.0,13.0,4.0,1.0,325.0,7.0,21.0,35.0,35.0,4.0,159.0,43.0,20.0,1.0,133.0,2.0,22.0,31.0,8.0,7.0,257.0,26.0,0.0,0.0
235237,2020,213.0,0.0,10.0,8.0,29.0,3.0,122.0,29.0,12.0,0.0,665.0,3.0,29.0,57.0,85.0,15.0,347.0,79.0,50.0,0.0,279.0,6.0,43.0,44.0,13.0,8.0,569.0,60.0,12.0,0.0
235316,2010,776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,4.0,973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,6.0,,,,,,,,,,
235316,2011,817.0,3.0,34.0,9.0,36.0,2.0,617.0,15.0,96.0,5.0,985.0,6.0,49.0,10.0,44.0,7.0,730.0,17.0,116.0,6.0,,,,,,,,,,
235316,2012,793.0,7.0,34.0,8.0,32.0,6.0,662.0,25.0,11.0,8.0,977.0,11.0,41.0,10.0,44.0,14.0,807.0,28.0,12.0,10.0,,,,,,,,,,
235316,2013,850.0,5.0,36.0,11.0,24.0,8.0,708.0,31.0,19.0,8.0,1033.0,7.0,40.0,15.0,29.0,11.0,851.0,36.0,28.0,16.0,731.0,15.0,46.0,18.0,49.0,6.0,1345.0,12.0,0.0,27.0
235316,2014,918.0,5.0,40.0,12.0,52.0,9.0,704.0,3.0,78.0,15.0,1104.0,8.0,50.0,16.0,62.0,11.0,837.0,4.0,98.0,18.0,,,,,,,,,,
235316,2015,1023.0,6.0,42.0,12.0,62.0,3.0,755.0,12.0,124.0,7.0,1237.0,11.0,54.0,15.0,80.0,6.0,898.0,16.0,149.0,8.0,724.0,17.0,42.0,14.0,54.0,3.0,1393.0,19.0,6.0,37.0
235316,2016,938.0,5.0,25.0,14.0,65.0,4.0,739.0,56.0,15.0,15.0,1118.0,6.0,30.0,14.0,84.0,7.0,875.0,63.0,18.0,21.0,770.0,18.0,47.0,20.0,65.0,5.0,1419.0,19.0,9.0,39.0
235316,2017,986.0,2.0,45.0,7.0,79.0,3.0,740.0,57.0,43.0,10.0,1130.0,4.0,46.0,7.0,91.0,3.0,837.0,69.0,52.0,21.0,760.0,17.0,51.0,16.0,65.0,4.0,1446.0,17.0,11.0,29.0
235316,2018,939.0,4.0,40.0,8.0,90.0,3.0,709.0,56.0,22.0,7.0,1094.0,4.0,49.0,11.0,107.0,4.0,808.0,69.0,26.0,16.0,794.0,16.0,51.0,23.0,71.0,5.0,1457.0,17.0,25.0,30.0
235316,2019,1044.0,8.0,52.0,12.0,97.0,2.0,779.0,60.0,24.0,10.0,1234.0,10.0,62.0,14.0,118.0,3.0,905.0,72.0,31.0,19.0,804.0,20.0,58.0,24.0,84.0,4.0,1474.0,20.0,35.0,30.0
235316,2020,921.0,4.0,56.0,10.0,99.0,1.0,674.0,39.0,27.0,11.0,1047.0,5.0,62.0,13.0,110.0,1.0,766.0,45.0,30.0,15.0,751.0,16.0,58.0,21.0,67.0,5.0,1331.0,17.0,49.0,43.0
235334,2016,68.0,1.0,0.0,0.0,4.0,1.0,61.0,0.0,1.0,0.0,182.0,10.0,1.0,0.0,14.0,1.0,141.0,11.0,4.0,0.0,150.0,1.0,3.0,1.0,3.0,0.0,227.0,0.0,0.0,0.0
235334,2017,72.0,0.0,0.0,0.0,9.0,0.0,58.0,4.0,1.0,0.0,194.0,5.0,1.0,1.0,19.0,2.0,148.0,16.0,2.0,0.0,137.0,2.0,3.0,1.0,4.0,0.0,224.0,0.0,0.0,0.0
235334,2018,36.0,1.0,1.0,0.0,3.0,0.0,25.0,4.0,1.0,1.0,109.0,4.0,2.0,3.0,15.0,1.0,74.0,6.0,2.0,2.0,142.0,1.0,5.0,1.0,8.0,0.0,226.0,1.0,0.0,0.0
235334,2019,67.0,0.0,2.0,0.0,5.0,0.0,56.0,3.0,1.0,0.0,246.0,2.0,3.0,1.0,29.0,1.0,178.0,30.0,2.0,0.0,101.0,1.0,3.0,4.0,15.0,1.0,201.0,1.0,0.0,0.0
235334,2020,94.0,3.0,1.0,1.0,9.0,1.0,68.0,8.0,3.0,0.0,285.0,8.0,2.0,6.0,42.0,1.0,184.0,35.0,7.0,0.0,108.0,3.0,4.0,8.0,3.0,0.0,196.0,0.0,0.0,0.0
235343,2014,203.0,1.0,15.0,5.0,8.0,0.0,157.0,7.0,10.0,0.0,665.0,7.0,38.0,31.0,38.0,6.0,481.0,33.0,31.0,0.0,304.0,12.0,61.0,27.0,18.0,2.0,598.0,2.0,34.0,0.0
235343,2015,245.0,3.0,9.0,8.0,12.0,1.0,185.0,13.0,14.0,0.0,687.0,8.0,31.0,34.0,40.0,7.0,478.0,53.0,36.0,0.0,334.0,13.0,71.0,26.0,28.0,4.0,585.0,4.0,62.0,0.0
235343,2016,253.0,0.0,18.0,12.0,12.0,0.0,178.0,22.0,11.0,0.0,694.0,4.0,37.0,48.0,40.0,1.0,474.0,61.0,29.0,0.0,315.0,14.0,78.0,30.0,29.0,5.0,564.0,3.0,64.0,0.0
235343,2017,201.0,4.0,10.0,7.0,10.0,0.0,156.0,7.0,7.0,0.0,625.0,8.0,36.0,40.0,41.0,4.0,432.0,34.0,30.0,0.0,327.0,11.0,78.0,41.0,27.0,6.0,549.0,6.0,58.0,0.0
235343,2018,205.0,2.0,12.0,8.0,23.0,1.0,124.0,19.0,16.0,0.0,554.0,8.0,33.0,30.0,58.0,8.0,320.0,52.0,45.0,0.0,322.0,9.0,77.0,42.0,22.0,5.0,533.0,5.0,67.0,0.0
235343,2019,230.0,1.0,19.0,4.0,17.0,3.0,152.0,21.0,13.0,0.0,602.0,4.0,46.0,32.0,60.0,6.0,353.0,67.0,34.0,0.0,400.0,4.0,49.0,29.0,29.0,8.0,594.0,0.0,146.0,0.0
235343,2020,224.0,0.0,20.0,9.0,27.0,0.0,127.0,20.0,21.0,0.0,594.0,2.0,41.0,43.0,61.0,4.0,327.0,66.0,49.0,1.0,302.0,8.0,72.0,35.0,26.0,8.0,507.0,6.0,72.0,0.0
235422,2010,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,
235422,2011,11.0,3.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,75.0,10.0,0.0,1.0,57.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,
235422,2012,18.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,84.0,8.0,1.0,0.0,73.0,0.0,2.0,0.0,0.0,0.0,120.0,19.0,4.0,5.0,82.0,2.0,194.0,3.0,17.0,0.0
235422,2013,14.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,76.0,12.0,0.0,0.0,58.0,0.0,6.0,0.0,0.0,0.0,117.0,16.0,4.0,6.0,88.0,3.0,173.0,4.0,22.0,0.0
235422,2014,11.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,58.0,11.0,0.0,0.0,42.0,0.0,3.0,1.0,1.0,0.0,123.0,14.0,4.0,7.0,93.0,2.0,194.0,4.0,13.0,0.0
235422,2015,17.0,1.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,94.0,14.0,0.0,1.0,71.0,0.0,5.0,2.0,1.0,0.0,130.0,17.0,3.0,8.0,103.0,2.0,200.0,4.0,4.0,2.0
235422,2016,17.0,2.0,0.0,0.0,12.0,0.0,2.0,1.0,0.0,0.0,101.0,22.0,0.0,0.0,68.0,0.0,8.0,1.0,2.0,0.0,125.0,14.0,4.0,8.0,91.0,2.0,193.0,8.0,11.0,2.0
235422,2017,25.0,1.0,0.0,0.0,19.0,0.0,2.0,3.0,0.0,0.0,111.0,21.0,0.0,0.0,77.0,0.0,9.0,3.0,1.0,0.0,132.0,14.0,6.0,7.0,97.0,2.0,210.0,6.0,11.0,0.0
235422,2018,25.0,1.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,81.0,9.0,1.0,1.0,68.0,0.0,2.0,0.0,0.0,0.0,124.0,18.0,8.0,4.0,93.0,2.0,178.0,7.0,3.0,2.0
235422,2019,30.0,0.0,0.0,0.0,27.0,0.0,3.0,0.0,0.0,0.0,74.0,4.0,0.0,1.0,58.0,0.0,11.0,0.0,0.0,0.0,136.0,18.0,6.0,5.0,92.0,2.0,209.0,9.0,3.0,7.0
235422,2020,50.0,0.0,0.0,0.0,45.0,0.0,1.0,1.0,0.0,3.0,121.0,2.0,0.0,0.0,100.0,0.0,7.0,7.0,0.0,5.0,155.0,20.0,11.0,8.0,113.0,1.0,227.0,14.0,2.0,8.0
235431,2014,124.0,0.0,24.0,10.0,7.0,2.0,64.0,7.0,10.0,0.0,437.0,3.0,66.0,43.0,30.0,5.0,205.0,26.0,56.0,3.0,,,,,,,,,,
235431,2015,142.0,0.0,25.0,7.0,12.0,1.0,69.0,13.0,15.0,0.0,463.0,4.0,59.0,49.0,44.0,10.0,210.0,45.0,42.0,0.0,331.0,2.0,135.0,74.0,55.0,5.0,550.0,5.0,3.0,1.0
235431,2016,142.0,0.0,23.0,18.0,8.0,3.0,69.0,10.0,10.0,1.0,434.0,1.0,54.0,66.0,37.0,5.0,190.0,39.0,41.0,1.0,331.0,3.0,146.0,83.0,55.0,8.0,537.0,4.0,4.0,2.0
235431,2017,131.0,1.0,27.0,8.0,11.0,2.0,63.0,11.0,8.0,0.0,442.0,3.0,62.0,61.0,45.0,6.0,184.0,45.0,34.0,2.0,314.0,5.0,142.0,89.0,61.0,15.0,502.0,5.0,4.0,2.0
235431,2018,92.0,0.0,25.0,4.0,6.0,1.0,41.0,10.0,5.0,0.0,287.0,1.0,49.0,33.0,30.0,3.0,104.0,46.0,21.0,0.0,321.0,6.0,134.0,87.0,60.0,10.0,580.0,1.0,4.0,1.0
235431,2019,108.0,2.0,20.0,6.0,15.0,1.0,45.0,12.0,6.0,1.0,330.0,5.0,54.0,37.0,49.0,5.0,122.0,32.0,25.0,1.0,264.0,5.0,96.0,62.0,38.0,9.0,457.0,2.0,1.0,1.0
235431,2020,138.0,0.0,39.0,10.0,14.0,0.0,46.0,16.0,13.0,0.0,360.0,4.0,70.0,45.0,48.0,7.0,113.0,41.0,31.0,1.0,239.0,3.0,99.0,66.0,44.0,9.0,433.0,1.0,1.0,1.0
235510,2010,22.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,82.0,0.0,0.0,8.0,0.0,0.0,55.0,0.0,2.0,0.0,,,,,,,,,,
235510,2011,21.0,0.0,4.0,0.0,1.0,0.0,15.0,0.0,1.0,0.0,86.0,3.0,19.0,5.0,5.0,0.0,52.0,0.0,2.0,0.0,,,,,,,,,,
235510,2012,23.0,0.0,4.0,1.0,2.0,0.0,16.0,0.0,0.0,0.0,58.0,3.0,12.0,2.0,5.0,0.0,36.0,0.0,0.0,0.0,66.0,0.0,9.0,5.0,7.0,0.0,76.0,1.0,1.0,0.0
235510,2013,13.0,0.0,3.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,39.0,0.0,7.0,3.0,0.0,0.0,27.0,0.0,2.0,0.0,40.0,0.0,7.0,5.0,8.0,0.0,47.0,0.0,2.0,0.0
235510,2014,29.0,1.0,7.0,1.0,3.0,0.0,15.0,0.0,2.0,0.0,68.0,1.0,12.0,10.0,8.0,0.0,35.0,0.0,2.0,0.0,49.0,0.0,11.0,7.0,6.0,0.0,44.0,2.0,7.0,0.0
235510,2015,36.0,1.0,1.0,6.0,1.0,1.0,23.0,3.0,0.0,0.0,96.0,2.0,6.0,13.0,7.0,4.0,53.0,8.0,3.0,0.0,45.0,0.0,9.0,5.0,4.0,0.0,44.0,0.0,6.0,0.0
235529,2010,20.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,59.0,0.0,0.0,3.0,0.0,0.0,44.0,0.0,0.0,0.0,,,,,,,,,,
235529,2011,21.0,0.0,0.0,1.0,2.0,0.0,18.0,0.0,0.0,0.0,69.0,0.0,1.0,3.0,6.0,0.0,59.0,0.0,0.0,0.0,,,,,,,,,,
235529,2012,25.0,1.0,1.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,67.0,3.0,1.0,0.0,7.0,0.0,56.0,0.0,0.0,0.0,51.0,1.0,1.0,1.0,2.0,0.0,71.0,0.0,0.0,0.0
235529,2013,14.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,7.0,0.0,40.0,0.0,0.0,0.0,32.0,1.0,1.0,1.0,2.0,0.0,41.0,1.0,1.0,0.0
235529,2014,22.0,1.0,0.0,1.0,0.0,0.0,19.0,0.0,1.0,0.0,75.0,2.0,1.0,2.0,3.0,0.0,65.0,0.0,2.0,0.0,47.0,1.0,1.0,1.0,1.0,0.0,56.0,2.0,1.0,0.0
235529,2015,48.0,2.0,0.0,2.0,2.0,0.0,42.0,0.0,0.0,0.0,100.0,7.0,1.0,3.0,4.0,0.0,80.0,2.0,3.0,0.0,47.0,1.0,1.0,1.0,0.0,0.0,56.0,2.0,1.0,0.0
235699,2010,40.0,0.0,0.0,0.0,3.0,6.0,28.0,0.0,3.0,0.0,227.0,4.0,0.0,4.0,14.0,17.0,178.0,0.0,9.0,1.0,,,,,,,,,,
235699,2011,42.0,0.0,7.0,0.0,2.0,0.0,29.0,0.0,3.0,1.0,200.0,2.0,17.0,2.0,12.0,0.0,158.0,0.0,8.0,1.0,,,,,,,,,,
235699,2012,43.0,0.0,3.0,1.0,0.0,0.0,30.0,0.0,6.0,3.0,199.0,0.0,12.0,4.0,9.0,0.0,147.0,0.0,20.0,7.0,138.0,0.0,34.0,8.0,16.0,1.0,359.0,8.0,0.0,1.0
235699,2013,30.0,0.0,3.0,0.0,3.0,0.0,23.0,0.0,1.0,0.0,149.0,2.0,11.0,1.0,12.0,0.0,114.0,0.0,9.0,0.0,140.0,1.0,33.0,6.0,16.0,2.0,349.0,13.0,0.0,1.0
235699,2014,65.0,0.0,3.0,1.0,4.0,0.0,51.0,1.0,2.0,3.0,224.0,2.0,11.0,4.0,14.0,0.0,177.0,2.0,10.0,4.0,146.0,3.0,33.0,10.0,18.0,4.0,342.0,12.0,0.0,1.0
235699,2015,84.0,0.0,7.0,2.0,4.0,1.0,63.0,2.0,5.0,0.0,260.0,3.0,14.0,2.0,17.0,1.0,190.0,11.0,20.0,2.0,146.0,2.0,38.0,12.0,23.0,3.0,335.0,12.0,0.0,1.0
235699,2016,47.0,0.0,1.0,1.0,4.0,1.0,32.0,1.0,6.0,1.0,170.0,1.0,9.0,6.0,12.0,1.0,113.0,6.0,19.0,3.0,146.0,3.0,31.0,14.0,20.0,4.0,335.0,15.0,0.0,1.0
235699,2017,51.0,0.0,3.0,3.0,4.0,0.0,33.0,3.0,5.0,0.0,148.0,1.0,7.0,6.0,16.0,1.0,99.0,5.0,12.0,1.0,153.0,3.0,33.0,13.0,19.0,4.0,332.0,12.0,0.0,2.0
235699,2018,54.0,1.0,3.0,1.0,9.0,0.0,38.0,1.0,1.0,0.0,139.0,1.0,5.0,2.0,18.0,0.0,98.0,9.0,5.0,1.0,156.0,1.0,32.0,18.0,19.0,2.0,341.0,13.0,0.0,2.0
235699,2019,46.0,0.0,3.0,1.0,2.0,0.0,37.0,1.0,2.0,0.0,164.0,1.0,11.0,3.0,11.0,1.0,112.0,12.0,13.0,0.0,161.0,2.0,40.0,15.0,24.0,3.0,338.0,15.0,0.0,3.0
235699,2020,59.0,0.0,1.0,1.0,6.0,0.0,47.0,1.0,3.0,0.0,152.0,0.0,5.0,3.0,18.0,1.0,107.0,5.0,12.0,1.0,142.0,1.0,36.0,14.0,24.0,2.0,316.0,18.0,0.0,2.0
235750,2019,92.0,0.0,2.0,0.0,10.0,0.0,76.0,1.0,3.0,0.0,239.0,2.0,5.0,2.0,27.0,0.0,189.0,5.0,9.0,0.0,120.0,4.0,6.0,5.0,20.0,2.0,373.0,0.0,10.0,0.0
235750,2020,72.0,3.0,1.0,0.0,2.0,0.0,56.0,4.0,6.0,0.0,255.0,4.0,3.0,2.0,25.0,0.0,189.0,14.0,18.0,0.0,121.0,2.0,6.0,4.0,15.0,1.0,365.0,14.0,12.0,0.0
235769,2010,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
235769,2011,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,23.0,0.0,1.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,,,,,,,,,,
235769,2012,13.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,31.0,0.0,0.0,3.0,0.0,0.0,28.0,0.0,0.0,0.0,,,,,,,,,,
235769,2013,24.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,2.0,0.0,25.0,0.0,0.0,0.0,24.0,0.0,2.0,1.0,0.0,0.0,44.0,0.0,0.0,0.0
235769,2014,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,,,,,,,,,,
235769,2015,12.0,2.0,1.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,15.0,2.0,1.0,2.0,3.0,0.0,7.0,0.0,0.0,0.0,21.0,0.0,1.0,1.0,2.0,0.0,29.0,1.0,0.0,0.0
236072,2013,29.0,1.0,5.0,0.0,1.0,0.0,12.0,0.0,10.0,0.0,118.0,1.0,18.0,14.0,5.0,0.0,47.0,0.0,33.0,0.0,221.0,5.0,64.0,39.0,25.0,0.0,391.0,6.0,15.0,2.0
236072,2014,35.0,0.0,3.0,1.0,1.0,0.0,22.0,5.0,3.0,0.0,121.0,4.0,9.0,8.0,6.0,0.0,66.0,11.0,17.0,0.0,218.0,5.0,71.0,42.0,28.0,2.0,388.0,8.0,27.0,4.0
